Text,Date,Open,Market_change
"Israel, Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican and Pope, then #G7 and #NATO.",2017-05-23,48945.98,0.2
All civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace.,2017-05-23,48945.98,0.2
Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.,2017-05-26,49411.73,0.56
"Getting ready to engage G7 leaders on many issues including economic growth, terrorism, and security.",2017-05-26,49411.73,0.56
Terrorists are engaged in a war against civilization- it is up to all who value life to confront and defeat this evil,2017-05-26,49411.73,0.56
British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!,2017-05-29,49676.03,-0.48
Does anyone notice how the Montana Congressional race was such a big deal to Dems and Fake News until the Republican won? V was poorly covered,2017-05-29,49676.03,-0.48
"The massive TAX CUTS/REFORM that I have submitted is moving along in the process very well, actually ahead of schedule. Big benefits to all!",2017-05-29,49676.03,-0.48
The Fake News Media works hard at disparaging and demeaning my use of social media because they don't want America to hear the real story!,2017-05-29,49676.03,-0.48
"North Korea has shown great disrespect for their neighbor, China, by shooting off yet another ballistic missile...but China is trying hard!",2017-05-29,49676.03,-0.48
"Crooked Hillary Clinton now blames everybody but herself, refuses to say she was a terrible candidate. Hits Facebook and even Dems and DNC.",2017-06-01,48795.89,0.64
"I will be announcing my decision on Paris Accord, Thursday at 3:00 P.M. The White House Rose Garden. MAKE AMERICA GREAT AGAIN!",2017-06-01,48795.89,0.64
"We need to be smart, vigilant and tough. We need the courts to give us back our rights. We need the Travel Ban as an extra level of safety!",2017-06-05,49244.27,0.56
We must stop being politically correct and get down to the business of security for our people. If we don't get smart it will only get worse,2017-06-05,49244.27,0.56
Do you notice we are not having a gun debate right now? That's because they used knives and a truck!,2017-06-05,49244.27,0.56
The Justice Dept. should ask for an expedited hearing of the watered down Travel Ban before the Supreme Court - and seek much tougher version!,2017-06-05,49244.27,0.56
"The Justice Dept. should have stayed with the original Travel Ban, not the watered down, politically correct version they submitted to S.C.",2017-06-05,49244.27,0.56
"People, the lawyers and the courts can call it whatever they want, but I am calling it what we need and what it is, a TRAVEL BAN!",2017-06-05,49244.27,0.56
In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!,2017-06-05,49244.27,0.56
Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDay #Heroes ,2017-06-06,49566.33,-0.75
"So good to see the Saudi Arabia visit with the King and 50 countries already paying off. They said they would take a hard line on funding extremism, and all reference was pointing to Qatar. Perhaps this will be the beginning of the end to the horror of terrorism!",2017-06-06,49566.33,-0.75
The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.,2017-06-06,49566.33,-0.75
"That's right, we need a TRAVEL BAN for certain DANGEROUS countries, not some politically correct term that won't help us protect our people!",2017-06-06,49566.33,-0.75
During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology. Leaders pointed to Qatar - look!,2017-06-06,49566.33,-0.75
"I will be nominating Christopher A. Wray, a man of impeccable credentials, to be the new Director of the FBI. Details to follow.",2017-06-07,49194.22,0.11
"Time to start building in our country, with American workers and with American iron, aluminum and steel. It is time to put #AmericaFirst ",2017-06-12,49073.66,0.1
America is going to build again. Under budget and ahead of schedule. Time to put #AmericaFirst! #InfrastructureWeek ,2017-06-12,49073.66,0.1
"The Democrats have no message, not on economics, not on taxes, not on jobs, not on failing #Obamacare. They are only OBSTRUCTIONISTS!",2017-06-12,49073.66,0.1
"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",2017-06-12,49073.66,0.1
"Great numbers on the economy. All of our work, including the passage of many bills and regulation killing Executive Orders, now kicking in!",2017-06-12,49073.66,0.1
"Just arrived in Wisconsin to discuss JOBS, JOBS, JOBS! #MAGA ",2017-06-13,49183.47,-0.21
"Well, as predicted, the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C.",2017-06-13,49183.47,-0.21
The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I look forward to signing it! ,2017-06-14,49121.2,0.54
"Rep. Steve Scalise of Louisiana, a true friend and patriot, was badly injured but will fully recover. Our thoughts and prayers are with him.",2017-06-14,49121.2,0.54
"Just left hospital. Rep. Steve Scalise, one of the truly great people, is in very tough shape - but he is a real fighter. Pray for Steve!",2017-06-15,49233.21,-0.31
"Crooked H destroyed phones w/ hammer, 'bleached' emails, and had husband meet w/AG days before she was cleared- and they talk about obstruction?",2017-06-15,49233.21,-0.31
I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt,2017-06-16,49134.1,0.17
The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them,2017-06-16,49134.1,0.17
Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!,2017-06-19,49231.61,-0.1
"Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent .because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday, #VoteKarenHandel.",2017-06-19,49231.61,-0.1
"Ralph Norman, who is running for Congress in SC's 5th District, will be a fantastic help to me in cutting taxes, and .getting great border security and healthcare. #VoteRalphNorman tomorrow!",2017-06-19,49231.61,-0.1
"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct, no ideas. Vote ""R""",2017-06-20,49209.62,-0.28
"Democrat Jon Ossoff, who wants to raise your taxes to the highest level and is weak on crime and security, doesn't even live in district.",2017-06-20,49209.62,-0.28
"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",2017-06-21,48958.71,-0.1
"Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job, we are all very proud of you!",2017-06-21,48958.71,-0.1
It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence. ,2017-06-21,48958.71,-0.1
Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!,2017-06-21,48958.71,-0.1
"By the way, if Russia was working so hard on the 2016 Election, it all took place during the Obama Admin. Why didn't they stop them? Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX! Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't? It's all a big Dem scam and excuse for losing the election!",2017-06-22,48933.08,0.07
I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,2017-06-22,48933.08,0.07
"With all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, I have no idea whether there are ""tapes"" or recordings of my conversations with James Comey, but I did not make, and do not have, any such recordings.",2017-06-22,48933.08,0.07
"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!",2017-06-23,48938.38,-0.07
.@FLOTUS and I were honored to host our first WH Congressional Picnic. A wonderful evening and tradition. @MarineBand: ,2017-06-23,48938.38,-0.07
"I've helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations. Nice!",2017-06-23,48938.38,-0.07
"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?",2017-06-26,48806.04,0.38
Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,2017-06-26,48806.04,0.38
"The Democrats have become nothing but OBSTRUCTIONISTS, they have no policies or ideas. All they do is delay and complain.They own ObamaCare!",2017-06-26,48806.04,0.38
"The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win and did not want to ""rock the boat."" He didn't ""choke,"" he colluded or obstructed, and it did the Dems and Crooked Hillary no good.",2017-06-26,48806.04,0.38
"The real story is that President Obama did NOTHING after being informed in August about Russian meddling. With 4 months looking at Russia under a magnifying glass, they have zero ""tapes"" of T people colluding. There is no collusion and no obstruction. I should be given apology!",2017-06-26,48806.04,0.38
"Republican Senators are working very hard to get there, with no help from the Democrats. Not easy! Perhaps just let OCare crash and burn!",2017-06-26,48806.04,0.38
"From @FoxNews ""Bombshell: In 2016, Obama dismissed idea that anyone could rig an American election."" Check out his statement - Witch Hunt!",2017-06-27,49179.01,-0.16
"So they caught Fake News CNN cold, but what about NBC, CBS and ABC? What about the failing @nytimes and @washingtonpost? They are all Fake News!",2017-06-27,49179.01,-0.16
"The #AmazonWashingtonPost, sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!",2017-06-28,49129.56,0.51
The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,2017-06-28,49129.56,0.51
"I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right, unlike OCare!",2017-06-28,49129.56,0.51
"From my first day in office, we've taken swift action to lift the crushing restrictions on American energy. Remarks: ",2017-06-29,49380.5,-0.29
Tomorrow the House votes on #KatesLaw and No Sanctuary For Criminals Act. Lawmakers must vote to put American safety first! #SaveAmericanLives ,2017-06-29,49380.5,-0.29
New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S. Had no deal for many years which hurt U.S. badly.,2017-06-29,49380.5,-0.29
"I am encouraged by President Moon's assurances that he will work to level the playing field for American workers, businesses, and automakers. ",2017-06-30,49255.08,1.34
Statement on House Passage of Kate's Law and No Sanctuary for Criminals Act. ,2017-06-30,49255.08,1.34
"When it comes to the future of America's energy needs, we will FIND IT, we will DREAM IT, and we will BUILD IT. #EnergyWeek ",2017-06-30,49255.08,1.34
Good news out of the House with the passing of 'No Sanctuary for Criminals Act.' Hopefully Senate will follow.,2017-06-30,49255.08,1.34
Getting rdy to leave for tonight's Celebrate Freedom Concert honoring our GREAT VETERANS w/ so many of my evangelical friends. See you soon! ,2017-07-03,49831.53,0.5
The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #AmericaFirst ,2017-07-03,49831.53,0.5
"We will always take care of our GREAT VETERANS. You have shed your blood, poured your love, and bared your soul, in defense of our country. ",2017-07-03,49831.53,0.5
"The FAKE and FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember, I won .the 2016 election with interviews, speeches and social media. I had to beat #FakeNews, and did. We will continue to WIN!",2017-07-03,49831.53,0.5
My use of social media is not Presidential - it's MODERN DAY PRESIDENTIAL. Make America Great Again!,2017-07-03,49831.53,0.5
Spoke yesterday with the King of Saudi Arabia about peace in the Middle-East. Interesting things are happening!,2017-07-03,49831.53,0.5
Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report?,2017-07-03,49831.53,0.5
North Korea has just launched another missile. Does this guy have anything better to do with his life? Hard to believe that South Korea .and Japan will put up with this much longer. Perhaps China will put a heavy move on North Korea and end this nonsense once and for all!,2017-07-04,49999.07,-0.13
Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! ,2017-07-06,50268.95,-0.57
"On behalf of @FLOTUS Melania and myself, thank you Poland! #ICYMI, watch here #POTUSinPoland ",2017-07-06,50268.95,-0.57
After Poland had a great meeting with Chancellor Merkel and then with PM Shinzo Abe of Japan and President Moon of South Korea.,2017-07-07,50042.53,0.09
Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,2017-07-07,50042.53,0.09
"I look forward to all meetings today with world leaders, including my meeting with Vladimir Putin. Much to discuss.#G20Summit #USA",2017-07-07,50042.53,0.09
I will represent our country well and fight for its interests! Fake News Media will never cover me accurately but who cares! We will #MAGA!,2017-07-07,50042.53,0.09
I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!,2017-07-10,50058.7,1.11
"Putin and I discussed forming an impenetrable Cyber Security unit so that election hacking, and many other negative things, will be guarded and safe. Questions were asked about why the CIA and FBI had to ask the DNC 13 times for their SERVER, and were rejected, still don't have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?",2017-07-10,50058.7,1.11
Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian and Syrian problems are solved!,2017-07-10,50058.7,1.11
"The fact that President Putin and I discussed a Cyber Security unit doesn't mean I think it can happen. It can't-but a ceasefire can,and did!",2017-07-10,50058.7,1.11
"When I left Conference Room for short meetings with Japan and other countries, I asked Ivanka to hold seat. Very standard. Angela M agrees!",2017-07-10,50058.7,1.11
The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They can't win so all they do is slow things down and obstruct!,2017-07-11,50545.51,-0.21
".@WashTimes states ""Democrats have willfully used Moscow disinformation to influence the presidential election against Donald Trump.""",2017-07-12,50847.95,0.59
Why aren't the same standards placed on the Democrats. Look what Hillary Clinton may have gotten away with. Disgraceful!,2017-07-12,50847.95,0.59
Getting rdy to leave for France @ the invitation of President Macron to celebrate and honor Bastille Day and 100yrs since U.S. entry into WWI.,2017-07-13,50820.85,0.31
"President @EmmanuelMacron,Thank you for the beautiful welcome ceremony at Les Invalides today! ",2017-07-13,50820.85,0.31
Great bilateral meetings at elysee Palace w/ President @EmmanuelMacron. The friendship between our two nations and ourselves is unbreakable. ,2017-07-13,50820.85,0.31
"Great conversations with President @EmmanuelMacron and his representatives on trade, military and security.",2017-07-14,50966.87,0.38
It was a great honor to represent the United States at the magnificent #BastilleDay parade. Congratulations President @EmmanuelMacron! ,2017-07-14,50966.87,0.38
"So impt Rep Senators, under leadership of @SenateMajLdr McConnell get healthcare plan approved. After 7yrs of O'Care disaster, must happen!",2017-07-14,50966.87,0.38
Great evening with President @EmmanuelMacron and Mrs. Macron. Went to Eiffel Tower for dinner. Relationship with France stronger than ever. ,2017-07-14,50966.87,0.38
"Just landed from Paris, France. It was an incredible visit with President @EmmanuelMacron. A lot discussed and accomplished in two days!",2017-07-17,51141.63,0.33
"President @EmmanuelMacron,Thank you for inviting Melania and myself to such a historic celebration in France. #BastilleDay #14juillet ",2017-07-17,51141.63,0.33
Honored to serve as Commander-in-Chief to the courageous men and women of our U.S. Armed Forces. A grateful nation thanks you! ,2017-07-17,51141.63,0.33
Stock Market at new all-time high! Working on new trade deals that will be great for U.S. and its workers!,2017-07-17,51141.63,0.33
"Stock Market hit another all-time high yesterday - despite the Russian hoax story! Also, jobs numbers are starting to look very good!",2017-07-17,51141.63,0.33
"Thank you to all of the supporters, who far out-numbered the protesters, yesterday at the Women's U.S. Open. Very cool!",2017-07-17,51141.63,0.33
Most politicians would have gone to a meeting like the one Don jr attended in order to get info on an opponent. That's politics!,2017-07-17,51141.63,0.33
Republicans should just REPEAL failing ObamaCare now and work on a new Healthcare Plan that will start from a clean slate. Dems will join in!,2017-07-18,51228.36,-0.45
"As I have always said, let ObamaCare fail and then come together and do a great healthcare plan. Stay tuned!",2017-07-18,51228.36,-0.45
"With only a very small majority, the Republicans in the House and Senate need more victories next year since Dems totally obstruct, no votes!",2017-07-18,51228.36,-0.45
The Senate must go to a 51 vote majority instead of current 60 votes. Even parts of full Repeal need 60. 8 Dems control Senate. Crazy!,2017-07-18,51228.36,-0.45
"The Republicans never discuss how good their healthcare bill is, and it will get even better at lunchtime.The Dems scream death as OCare dies!",2017-07-19,51172.91,-0.03
"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew!",2017-07-19,51172.91,-0.03
"Departing The Pentagon after meetings with @VP Pence, Secretary James Mattis, and our great teams. #MAGA ",2017-07-20,51163.21,0.11
"""Six months in - it is the hope of GROWTH that is making AmericaFOUR TRILLION DOLLARS RICHER."" -Stuart @VarneyCo ",2017-07-21,51180.04,0.82
"ICYMI- This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse! If it is MADE IN AMERICA, it is the BEST! USA ",2017-07-21,51180.04,0.82
Join me live for the commissioning ceremony of the USS Gerald R. Ford! #USA ,2017-07-24,51526.39,0.2
"ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!",2017-07-24,51526.39,0.2
"My son Donald openly gave his e-mails to the media and authorities whereas Crooked Hillary Clinton deleted (and acid washed) her 33,000 e-mails!",2017-07-24,51526.39,0.2
"This morning I will be going to the Commissioning Ceremony for the largest aircraft carrier in the world, The Gerald R. Ford. Norfolk, Va.",2017-07-24,51526.39,0.2
"The Failing New York Times foiled U.S. attempt to kill the single most wanted terrorist,Al-Baghdadi.Their sick agenda over National Security",2017-07-24,51526.39,0.2
"A new INTELLIGENCE LEAK from the Amazon Washington Post,this time against A.G. Jeff Sessions.These illegal leaks, like Comey's, must stop!",2017-07-24,51526.39,0.2
"As the phony Russian Witch Hunt continues, two groups are laughing at this excuse for a lost election taking hold, Democrats and Russians!",2017-07-24,51526.39,0.2
Any senator who votes against starting debate is telling America that you are fine w/ the #OCareNightmare! Remarks: ,2017-07-24,51526.39,0.2
"So why aren't the Committees and investigators, and of course our beleaguered A.G., looking into Crooked Hillarys crimes and Russia relations?",2017-07-24,51526.39,0.2
"It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad!",2017-07-24,51526.39,0.2
Will be traveling to the Great State of Ohio tonight. Big crowd expected. See you there!,2017-07-25,51590.48,0.09
"Big day for HealthCare. After 7 years of talking, we will soon see whether or not Republicans are willing to step up to the plate!",2017-07-25,51590.48,0.09
Attorney General Jeff Sessions has taken a VERY weak position on Hillary Clinton crimes (where are E-mails and DNC server) and Intel leakers!,2017-07-25,51590.48,0.09
"Ukrainian efforts to sabotage Trump campaign - ""quietly working to boost Clinton."" So where is the investigation A.G. @seanhannity",2017-07-25,51590.48,0.09
Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly?,2017-07-25,51590.48,0.09
"The Amazon Washington Post fabricated the facts on my ending massive, dangerous, and wasteful payments to Syrian rebels fighting Assad So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes?",2017-07-25,51590.48,0.09
"After consultation with my Generals and military experts, please be advised that the United States Government will not accept or allow .Transgender individuals to serve in any capacity in the U.S. Military. Our military must be focused on decisive and overwhelming .victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you",2017-07-26,51537.3,-0.22
"Why didn't A.G. Sessions replace Acting FBI Director Andrew McCabe, a Comey friend who was in charge of Clinton investigation but got big dollars ($700,000) for his wife's political run from Hillary Clinton and her representatives. Drain the Swamp!",2017-07-26,51537.3,-0.22
"Today, we gathered in the East Room to pay tribute to the HEROES whose courageous actions under fire saved so many lives in Alexandria, VA. ",2017-07-27,51545.92,-0.66
"If Republicans are going to pass great future legislation in the Senate, they must immediately go to a 51 vote majority, not senseless 60 Even though parts of healthcare could pass at 51, some really good things need 60. So many great future bills and budgets need 60 votes We will always ENFORCE our laws, PROTECT our borders, and SUPPORT our police! #LESMHarrisburg, Pennsylvania #FlashbackFriday #MS13 ",2017-07-28,51228.42,-0.09
I am pleased to inform you that I have just named General/Secretary John F Kelly as White House Chief of Staff. He is a Great American and a Great Leader. John has also done a spectacular job at Homeland Security. He has been a true star of my Administration,2017-07-28,51228.42,-0.09
"If the Senate Democrats ever got the chance, they would switch to a 51 majority vote in first minute. They are laughing at R's. MAKE CHANGE!",2017-07-31,51219.58,-0.39
"The very outdated filibuster rule must go. Budget reconciliation is killing R's in Senate. Mitch M, go to 51 Votes NOW and WIN. IT'S TIME!",2017-07-31,51219.58,-0.39
"Republican Senate must get rid of 60 vote NOW! It is killing the R Party, allows 8 Dems to control country. 200 Bills sit in Senate. A JOKE!",2017-07-31,51219.58,-0.39
"Republicans in the Senate will NEVER win if they don't go to a 51 vote majority NOW. They look like fools and are just wasting time .8 Dems totally control the U.S. Senate. Many great Republican bills will never pass, like Kate's Law and complete Healthcare. Get smart!",2017-07-31,51219.58,-0.39
"If ObamaCare is hurting people, and it is, why shouldn't it hurt the insurance companies and why should Congress not be paying what public pays?",2017-07-31,51219.58,-0.39
"Stock Market could hit all-time high (again) 22,000 today. Was 18,000 only 6 months ago on Election Day. Mainstream media seldom mentions!",2017-08-01,51282.19,0.36
Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!,2017-08-01,51282.19,0.36
Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesn't just happen!,2017-08-03,51198.14,0.18
I am continuing to get rid of costly and unnecessary regulations. Much work left to do but effect will be great! Business and jobs will grow.,2017-08-03,51198.14,0.18
Great work being done by @FEMA @DHSgov w/state and local leaders to prepare for hurricane season. Preparedness is an investment in our future! ,2017-08-04,51240.67,0.07
Toyota and Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing! .and don't forget that Foxconn will be spending up to 10 billion dollars on a top of the line plant/plants in Wisconsin.,2017-08-04,51240.67,0.07
Just arrived in West Virginia for a MAKE AMERICA GREAT AGAIN rally in Huntington at 7:00pmE. Massive crowd expected - tune in! #MAGA,2017-08-04,51240.67,0.07
"How much longer will the failing nytimes, with its big losses and massive unfunded liability (and non-existent sources), remain in business?",2017-08-07,51300.22,0.12
"The Fake News refuses to report the success of the first 6 months: S.C., surging economy and jobs,border and military security,ISIS and MS-13 etc.",2017-08-07,51300.22,0.12
"The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept!",2017-08-07,51300.22,0.12
Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.,2017-08-07,51300.22,0.12
"Senator Mitch McConnell said I had ""excessive expectations,"" but I don't think so. After 7 years of hearing Repeal and Replace, why not done?",2017-08-09,51263.01,-0.18
".@IvankaTrump will lead the U.S. delegation to India this fall, supporting women's entrepreneurship globally.#GES2017 @narendramodi",2017-08-10,51235.27,-0.65
"Can you believe that Mitch McConnell, who has screamed Repeal and Replace for 7 years, couldn't get it done. Must Repeal and Replace ObamaCare!",2017-08-10,51235.27,-0.65
"Mitch, get back to work and put Repeal and Replace, Tax Reform and Cuts and a great Infrastructure Bill on my desk for signing. You can do it!",2017-08-10,51235.27,-0.65
"We will continue to follow developments in Charlottesville, and will provide whatever assistance is needed. We are ready, willing and able. ",2017-08-14,50680.43,1.03
Deepest condolences to the families and fellow officers of the VA State Police who died today. You're all among the best this nation produces.,2017-08-14,50680.43,1.03
"Big day in Washington, D.C., even though White House and Oval Office are being renovated. Great trade deals coming for American workers!",2017-08-15,51225.54,0.34
Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!,2017-08-15,51225.54,0.34
"@foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia!",2017-08-15,51225.54,0.34
Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!,2017-08-16,51331.9,-0.36
"Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!",2017-08-16,51331.9,-0.36
Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!,2017-08-17,51176.66,-0.32
"Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK, neo-Nazis and white supremacists and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!",2017-08-17,51176.66,-0.32
THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: ,2017-08-17,51176.66,-0.32
The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,2017-08-18,50930.5,0.16
Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!,2017-08-18,50930.5,0.16
"Heading to Camp David for major meeting on National Security, the Border and the Military (which we are rapidly building to strongest ever).",2017-08-18,50930.5,0.16
"Just returned to Bedminster, NJ from Camp David. GREAT meeting on National Security, the Border and the Military! #MAGA ",2017-08-21,51131.55,0.32
I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S,2017-08-21,51131.55,0.32
"Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made, including on Afghanistan.",2017-08-21,51131.55,0.32
Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,2017-08-21,51131.55,0.32
"We pray for our fallen heroes who died while serving our country in the @USNavy aboard the #USSJohnSMcCain, and their families. ",2017-08-22,51194.24,0.18
"If Republican Senate doesn't get rid of the Filibuster Rule and go to a simple majority, which the Dems would do, they are just wasting time!",2017-08-23,51276.14,-0.1
"Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake, weak on crime and border!",2017-08-23,51276.14,-0.1
"Thank you Arizona. Beautiful turnout of 15,000 in Phoenix tonight! Full coverage of rally via my Facebook at: ",2017-08-23,51276.14,-0.1
"Not only does the media give a platform to hate groups, but the media turns a blind eye to the gang violence on our streets! ",2017-08-23,51276.14,-0.1
I requested that Mitch M and Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!,2017-08-24,51205.24,0.37
"James Clapper, who famously got caught lying to Congress, is now an authority on Donald Trump. Will he show you his beautiful letter to me?",2017-08-24,51205.24,0.37
"The only problem I have with Mitch McConnell is that, after hearing Repeal and Replace for 7 years, he failed!That should NEVER have happened!",2017-08-24,51205.24,0.37
"If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority, few bills will be passed. 8 Dems control the Senate!",2017-08-25,51521.18,-0.19
General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,2017-08-25,51521.18,-0.19
"Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!",2017-08-25,51521.18,-0.19
"Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey, as it strengthens to a Category 3. BE SAFE!",2017-08-25,51521.18,-0.19
"At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of government help!",2017-08-28,51429.62,-0.21
"Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City, State and Federal Govs. working great together!",2017-08-28,51429.62,-0.21
".@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground, got there long before #Harvey. So far, so good!",2017-08-28,51429.62,-0.21
"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico and Canada.Both being very difficult,may have to terminate?",2017-08-28,51429.62,-0.21
"Wow, looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!",2017-09-01,51271.32,-0.25
General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!,2017-09-01,51271.32,-0.25
I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.,2017-09-04,51015.91,-0.5
"On behalf of @FLOTUS Melania and myself, THANK YOU for today's update and GREAT WORK! #SouthernBaptist @SendRelief, @RedCross and @SalvationArmyUS ",2017-09-04,51015.91,-0.5
"The Manufacturing Index rose to 59%, the highest level since early 2011 - and we can do much better!",2017-09-04,51015.91,-0.5
"Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't, I will revisit this issue!",2017-09-06,50341.86,0.43
"During my trip to Saudi Arabia, I spoke to the leaders of more than 50 Arab and Muslim nations about the need to confront our shared enemies.. ",2017-09-07,50533.54,-0.53
"Together, we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PROSPERITY and PEACE! ",2017-09-07,50533.54,-0.53
